filepath,label
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0049.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0050.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0051.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0052.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0053.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0054.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0055.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0056.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0057.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0058.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0059.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0060.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0061.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0062.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0063.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0064.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0065.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0066.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0067.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0068.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0069.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0070.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0071.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0072.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0073.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0074.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0075.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0076.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0077.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0078.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0079.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0080.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0081.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0082.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0083.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0084.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0085.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0086.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0087.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0088.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0089.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0090.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0091.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0092.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0093.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0094.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0095.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0096.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0097.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0098.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0099.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0100.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0101.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0102.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0103.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0104.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0105.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0106.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0107.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0108.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0109.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0110.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0111.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0112.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0113.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0114.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0115.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0116.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0117.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0118.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0119.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0120.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0121.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0122.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0123.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0124.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0125.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0126.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0127.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0128.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0129.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0130.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0131.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0132.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0133.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0134.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0135.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0136.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0137.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0138.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0139.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0140.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0141.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0142.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0143.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0144.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0145.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0146.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0147.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0148.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0149.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0150.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0151.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0152.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0153.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0154.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0155.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0156.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0157.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0158.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0159.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0160.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0161.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0162.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0163.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0164.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0165.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0166.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0167.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0168.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0169.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0170.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0171.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0172.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0173.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0174.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0175.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0176.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0177.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0178.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0179.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0180.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0181.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0182.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0183.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0184.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0185.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0186.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0187.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0188.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0189.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0190.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0191.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0192.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0193.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0194.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0195.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0196.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0197.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0198.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0199.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0200.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0201.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0202.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0203.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0204.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0205.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0206.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0207.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0208.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0209.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0210.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0211.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0212.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0213.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0214.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0215.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0216.png,0
C:\Users\bharath kumar\OneDrive\Documents\dl louda\src\datasets\synthetic\train\Common_Nevus\Common_Nevus_0217.png,0
